Signal Legend:

Key        Signal Name

0        = DATA_8861_before[15..0]
1        = RAM0_add[7..0]
2        = RAM0_wdata[15..0]
3        = RAM1_add[3..0]
4        = RAM1_wdata[31..0]
5        = sample_cnt[12..0]
6        = sample_cntset[12..0]
7        = trigger[15..0]
8        = ADS8861:ADS8861_inst|data_reg[15..0]
9        = sm_cnt[9..0]
10       = soc_system:u0|soc_system_onchip_memory2_0:onchip_memory2_0|readdata2[15..0]
11       = soc_system:u0|soc_system_onchip_memory2_1:onchip_memory2_1|readdata2[31..0]
12       = ADS8861:ADS8861_inst|data[15..0]
13       = ADS8861:ADS8861_inst|cnt[4..0]
14       = RAM0_write

Data Table:

Signals-> 0     1   2     3  4         5   6   7   8      9   10    11  12    13 14 

sample

-222      -1742 233 -1742 2h 0000C350h 8   200 100 -1528  516 F932h 100 -1612 3  1  
-221      -1612 234 -1612 2h 0000C350h 28  200 100 -1526  516 F9B4h 100 -1526 18 1  
-220      -1612 234 -1612 2h 0000C350h 48  200 100 -1526  516 F9B4h 100 -1526 18 1  
-219      -1612 234 -1612 2h 0000C350h 68  200 100 -1526  516 F9B4h 100 -1526 18 1  
-218      -1612 234 -1612 2h 0000C350h 88  200 100 -1526  516 F9B4h 100 -1526 18 1  
-217      -1612 234 -1612 2h 0000C350h 108 200 100 -1526  516 F9B4h 100 -1526 18 1  
-216      -1612 234 -1612 2h 0000C350h 128 200 100 -1526  516 F9B4h 100 -1526 18 1  
-215      -1612 234 -1612 2h 0000C350h 148 200 100 -1526  516 F9B4h 100 -1526 18 1  
-214      -1612 234 -1612 2h 0000C350h 168 200 100 -1526  516 F9B4h 100 -1526 16 1  
-213      -1612 234 -1612 2h 0000C350h 188 200 100 -1526  516 F9B4h 100 -1526 9  1  
-212      -1612 234 -1612 2h 0000C350h 7   200 100 -1198  516 F9B4h 100 -1526 3  1  
-211      -1526 235 -1526 2h 0000C350h 27  200 100 -1199  516 FA0Ah 100 -1199 18 1  
-210      -1526 235 -1526 2h 0000C350h 47  200 100 -1199  516 FA0Ah 100 -1199 18 1  
-209      -1526 235 -1526 2h 0000C350h 67  200 100 -1199  516 FA0Ah 100 -1199 18 1  
-208      -1526 235 -1526 2h 0000C350h 87  200 100 -1199  516 FA0Ah 100 -1199 18 1  
-207      -1526 235 -1526 2h 0000C350h 107 200 100 -1199  516 FA0Ah 100 -1199 18 1  
-206      -1526 235 -1526 2h 0000C350h 127 200 100 -1199  516 FA0Ah 100 -1199 18 1  
-205      -1526 235 -1526 2h 0000C350h 147 200 100 -1199  516 FA0Ah 100 -1199 18 1  
-204      -1526 235 -1526 2h 0000C350h 167 200 100 -1199  516 FA0Ah 100 -1199 17 1  
-203      -1526 235 -1526 2h 0000C350h 187 200 100 849    516 FA0Ah 100 -1199 10 1  
-202      -1526 235 -1526 2h 0000C350h 6   200 100 49     516 FA0Ah 100 -1199 4  1  
-201      -1199 236 -1199 2h 0000C350h 26  200 100 54     516 FB58h 100 54    18 1  
-200      -1199 236 -1199 2h 0000C350h 46  200 100 54     516 FB51h 100 54    18 1  
-199      -1199 236 -1199 2h 0000C350h 66  200 100 54     516 FB51h 100 54    18 1  
-198      -1199 236 -1199 2h 0000C350h 86  200 100 54     516 FB51h 100 54    18 1  
-197      -1199 236 -1199 2h 0000C350h 106 200 100 54     516 FB51h 100 54    18 1  
-196      -1199 236 -1199 2h 0000C350h 126 200 100 54     516 FB51h 100 54    18 1  
-195      -1199 236 -1199 2h 0000C350h 146 200 100 54     516 FB51h 100 54    18 1  
-194      -1199 236 -1199 2h 0000C350h 166 200 100 54     516 FB51h 100 54    17 1  
-193      -1199 236 -1199 2h 0000C350h 186 200 100 54     516 FB51h 100 54    10 1  
-192      -1199 236 -1199 2h 0000C350h 5   200 100 646    516 FB51h 100 54    4  1  
-191      54    237 54    2h 0000C350h 25  200 100 644    516 FB51h 100 644   18 1  
-190      54    237 54    2h 0000C350h 45  200 100 644    516 0036h 100 644   18 1  
-189      54    237 54    2h 0000C350h 65  200 100 644    516 0036h 100 644   18 1  
-188      54    237 54    2h 0000C350h 85  200 100 644    516 0036h 100 644   18 1  
-187      54    237 54    2h 0000C350h 105 200 100 644    516 0036h 100 644   18 1  
-186      54    237 54    2h 0000C350h 125 200 100 644    516 0036h 100 644   18 1  
-185      54    237 54    2h 0000C350h 145 200 100 644    516 0036h 100 644   18 1  
-184      54    237 54    2h 0000C350h 165 200 100 644    516 0036h 100 644   17 1  
-183      54    237 54    2h 0000C350h 185 200 100 1668   516 0036h 100 644   10 1  
-182      54    237 54    2h 0000C350h 4   200 100 1316   516 0036h 100 644   4  1  
-181      644   238 644   2h 0000C350h 24  200 100 1313   516 0036h 100 644   30 1  
-180      644   238 644   2h 0000C350h 44  200 100 1313   516 0284h 100 1313  18 1  
-179      644   238 644   2h 0000C350h 64  200 100 1313   516 0284h 100 1313  18 1  
-178      644   238 644   2h 0000C350h 84  200 100 1313   516 0284h 100 1313  18 1  
-177      644   238 644   2h 0000C350h 104 200 100 1313   516 0284h 100 1313  18 1  
-176      644   238 644   2h 0000C350h 124 200 100 1313   516 0284h 100 1313  18 1  
-175      644   238 644   2h 0000C350h 144 200 100 1313   516 0284h 100 1313  18 1  
-174      644   238 644   2h 0000C350h 164 200 100 1313   516 0284h 100 1313  18 1  
-173      644   238 644   2h 0000C350h 184 200 100 1313   516 0284h 100 1313  11 1  
-172      644   238 644   2h 0000C350h 3   200 100 1281   516 0284h 100 1313  5  1  
-171      1313  239 1313  2h 0000C350h 23  200 100 1283   516 0284h 100 1313  31 1  
-170      1313  239 1313  2h 0000C350h 43  200 100 1283   516 0521h 100 1283  18 1  
-169      1313  239 1313  2h 0000C350h 63  200 100 1283   516 0521h 100 1283  18 1  
-168      1313  239 1313  2h 0000C350h 83  200 100 1283   516 0521h 100 1283  18 1  
-167      1313  239 1313  2h 0000C350h 103 200 100 1283   516 0521h 100 1283  18 1  
-166      1313  239 1313  2h 0000C350h 123 200 100 1283   516 0521h 100 1283  18 1  
-165      1313  239 1313  2h 0000C350h 143 200 100 1283   516 0521h 100 1283  18 1  
-164      1313  239 1313  2h 0000C350h 163 200 100 1283   516 0521h 100 1283  18 1  
-163      1313  239 1313  2h 0000C350h 183 200 100 1283   516 0521h 100 1283  11 1  
-162      1313  239 1313  2h 0000C350h 2   200 100 2019   516 0521h 100 1283  5  1  
-161      1283  240 1283  2h 0000C350h 22  200 100 2020   516 0521h 100 1283  31 1  
-160      1283  240 1283  2h 0000C350h 42  200 100 2020   516 0503h 100 2020  18 1  
-159      1283  240 1283  2h 0000C350h 62  200 100 2020   516 0503h 100 2020  18 1  
-158      1283  240 1283  2h 0000C350h 82  200 100 2020   516 0503h 100 2020  18 1  
-157      1283  240 1283  2h 0000C350h 102 200 100 2020   516 0503h 100 2020  18 1  
-156      1283  240 1283  2h 0000C350h 122 200 100 2020   516 0503h 100 2020  18 1  
-155      1283  240 1283  2h 0000C350h 142 200 100 2020   516 0503h 100 2020  18 1  
-154      1283  240 1283  2h 0000C350h 162 200 100 2020   516 0503h 100 2020  18 1  
-153      1283  240 1283  2h 0000C350h 182 200 100 4068   516 0503h 100 2020  11 1  
-152      1283  240 1283  2h 0000C350h 1   200 100 2164   516 0503h 100 2020  5  1  
-151      1283  240 1283  2h 0000C350h 21  200 100 2162   516 0503h 100 2020  31 1  
-150      2020  241 2020  2h 0000C350h 41  200 100 2162   516 07E4h 100 2162  18 1  
-149      2020  241 2020  2h 0000C350h 61  200 100 2162   516 07E4h 100 2162  18 1  
-148      2020  241 2020  2h 0000C350h 81  200 100 2162   516 07E4h 100 2162  18 1  
-147      2020  241 2020  2h 0000C350h 101 200 100 2162   516 07E4h 100 2162  18 1  
-146      2020  241 2020  2h 0000C350h 121 200 100 2162   516 07E4h 100 2162  18 1  
-145      2020  241 2020  2h 0000C350h 141 200 100 2162   516 07E4h 100 2162  18 1  
-144      2020  241 2020  2h 0000C350h 161 200 100 2162   516 07E4h 100 2162  18 1  
-143      2020  241 2020  2h 0000C350h 181 200 100 2162   516 07E4h 100 2162  12 1  
-142      2020  241 2020  2h 0000C350h 0   200 100 2002   516 07E4h 100 2162  6  1  
-141      2020  241 2020  2h 0000C350h 20  200 100 1991   516 07E4h 100 2162  0  1  
-140      2162  242 2162  2h 0000C350h 40  200 100 1991   516 0872h 100 1991  18 1  
-139      2162  242 2162  2h 0000C350h 60  200 100 1991   516 0872h 100 1991  18 1  
-138      2162  242 2162  2h 0000C350h 80  200 100 1991   516 0872h 100 1991  18 1  
-137      2162  242 2162  2h 0000C350h 100 200 100 1991   516 0872h 100 1991  18 1  
-136      2162  242 2162  2h 0000C350h 120 200 100 1991   516 0872h 100 1991  18 1  
-135      2162  242 2162  2h 0000C350h 140 200 100 1991   516 0872h 100 1991  18 1  
-134      2162  242 2162  2h 0000C350h 160 200 100 1991   516 0872h 100 1991  18 1  
-133      2162  242 2162  2h 0000C350h 180 200 100 1991   516 0872h 100 1991  12 1  
-132      2162  242 2162  2h 0000C350h 200 200 100 1831   516 0872h 100 1991  6  1  
-131      2162  242 2162  2h 0000C350h 19  200 100 1827   516 0872h 100 1991  0  1  
-130      1991  243 1991  2h 0000C350h 39  200 100 1827   516 07C7h 100 1827  18 1  
-129      1991  243 1991  2h 0000C350h 59  200 100 1827   516 07C7h 100 1827  18 1  
-128      1991  243 1991  2h 0000C350h 79  200 100 1827   516 07C7h 100 1827  18 1  
-127      1991  243 1991  2h 0000C350h 99  200 100 1827   516 07C7h 100 1827  18 1  
-126      1991  243 1991  2h 0000C350h 119 200 100 1827   516 07C7h 100 1827  18 1  
-125      1991  243 1991  2h 0000C350h 139 200 100 1827   516 07C7h 100 1827  18 1  
-124      1991  243 1991  2h 0000C350h 159 200 100 1827   516 07C7h 100 1827  18 1  
-123      1991  243 1991  2h 0000C350h 179 200 100 1827   516 07C7h 100 1827  12 1  
-122      1991  243 1991  2h 0000C350h 199 200 100 1379   516 07C7h 100 1827  6  1  
-121      1991  243 1991  2h 0000C350h 18  200 100 1381   516 07C7h 100 1827  0  1  
-120      1827  244 1827  2h 0000C350h 38  200 100 1381   516 0723h 100 1381  18 1  
-119      1827  244 1827  2h 0000C350h 58  200 100 1381   516 0723h 100 1381  18 1  
-118      1827  244 1827  2h 0000C350h 78  200 100 1381   516 0723h 100 1381  18 1  
-117      1827  244 1827  2h 0000C350h 98  200 100 1381   516 0723h 100 1381  18 1  
-116      1827  244 1827  2h 0000C350h 118 200 100 1381   516 0723h 100 1381  18 1  
-115      1827  244 1827  2h 0000C350h 138 200 100 1381   516 0723h 100 1381  18 1  
-114      1827  244 1827  2h 0000C350h 158 200 100 1381   516 0723h 100 1381  18 1  
-113      1827  244 1827  2h 0000C350h 178 200 100 1381   516 0723h 100 1381  13 1  
-112      1827  244 1827  2h 0000C350h 198 200 100 1253   516 0723h 100 1381  7  1  
-111      1827  244 1827  2h 0000C350h 17  200 100 1259   516 0723h 100 1381  1  1  
-110      1381  245 1381  2h 0000C350h 37  200 100 1259   516 0565h 100 1259  18 1  
-109      1381  245 1381  2h 0000C350h 57  200 100 1259   516 0565h 100 1259  18 1  
-108      1381  245 1381  2h 0000C350h 77  200 100 1259   516 0565h 100 1259  18 1  
-107      1381  245 1381  2h 0000C350h 97  200 100 1259   516 0565h 100 1259  18 1  
-106      1381  245 1381  2h 0000C350h 117 200 100 1259   516 0565h 100 1259  18 1  
-105      1381  245 1381  2h 0000C350h 137 200 100 1259   516 0565h 100 1259  18 1  
-104      1381  245 1381  2h 0000C350h 157 200 100 1259   516 0565h 100 1259  18 1  
-103      1381  245 1381  2h 0000C350h 177 200 100 1259   516 0565h 100 1259  13 1  
-102      1381  245 1381  2h 0000C350h 197 200 100 1067   516 0565h 100 1259  7  1  
-101      1381  245 1381  2h 0000C350h 16  200 100 1084   516 0565h 100 1259  1  1  
-100      1259  246 1259  2h 0000C350h 36  200 100 1084   516 04EBh 100 1084  18 1  
-99       1259  246 1259  2h 0000C350h 56  200 100 1084   516 04EBh 100 1084  18 1  
-98       1259  246 1259  2h 0000C350h 76  200 100 1084   516 04EBh 100 1084  18 1  
-97       1259  246 1259  2h 0000C350h 96  200 100 1084   516 04EBh 100 1084  18 1  
-96       1259  246 1259  2h 0000C350h 116 200 100 1084   516 04EBh 100 1084  18 1  
-95       1259  246 1259  2h 0000C350h 136 200 100 1084   516 04EBh 100 1084  18 1  
-94       1259  246 1259  2h 0000C350h 156 200 100 1084   516 04EBh 100 1084  18 1  
-93       1259  246 1259  2h 0000C350h 176 200 100 -7108  516 04EBh 100 1084  13 1  
-92       1259  246 1259  2h 0000C350h 196 200 100 -260   516 04EBh 100 1084  7  1  
-91       1259  246 1259  2h 0000C350h 15  200 100 -317   516 04EBh 100 1084  1  1  
-90       1084  247 1084  2h 0000C350h 35  200 100 -317   516 043Ch 100 -317  18 1  
-89       1084  247 1084  2h 0000C350h 55  200 100 -317   516 043Ch 100 -317  18 1  
-88       1084  247 1084  2h 0000C350h 75  200 100 -317   516 043Ch 100 -317  18 1  
-87       1084  247 1084  2h 0000C350h 95  200 100 -317   516 043Ch 100 -317  18 1  
-86       1084  247 1084  2h 0000C350h 115 200 100 -317   516 043Ch 100 -317  18 1  
-85       1084  247 1084  2h 0000C350h 135 200 100 -317   516 043Ch 100 -317  18 1  
-84       1084  247 1084  2h 0000C350h 155 200 100 -317   516 043Ch 100 -317  18 1  
-83       1084  247 1084  2h 0000C350h 175 200 100 -317   516 043Ch 100 -317  14 1  
-82       1084  247 1084  2h 0000C350h 195 200 100 -701   516 043Ch 100 -317  8  1  
-81       1084  247 1084  2h 0000C350h 14  200 100 -737   516 043Ch 100 -317  2  1  
-80       -317  248 -317  2h 0000C350h 34  200 100 -738   516 FEC3h 100 -738  18 1  
-79       -317  248 -317  2h 0000C350h 54  200 100 -738   516 FEC3h 100 -738  18 1  
-78       -317  248 -317  2h 0000C350h 74  200 100 -738   516 FEC3h 100 -738  18 1  
-77       -317  248 -317  2h 0000C350h 94  200 100 -738   516 FEC3h 100 -738  18 1  
-76       -317  248 -317  2h 0000C350h 114 200 100 -738   516 FEC3h 100 -738  18 1  
-75       -317  248 -317  2h 0000C350h 134 200 100 -738   516 FEC3h 100 -738  18 1  
-74       -317  248 -317  2h 0000C350h 154 200 100 -738   516 FEC3h 100 -738  18 1  
-73       -317  248 -317  2h 0000C350h 174 200 100 -738   516 FEC3h 100 -738  14 1  
-72       -317  248 -317  2h 0000C350h 194 200 100 -1378  516 FEC3h 100 -738  8  1  
-71       -317  248 -317  2h 0000C350h 13  200 100 -1304  516 FEC3h 100 -738  2  1  
-70       -738  249 -738  2h 0000C350h 33  200 100 -1304  516 FD1Eh 100 -1304 18 1  
-69       -738  249 -738  2h 0000C350h 53  200 100 -1304  516 FD1Eh 100 -1304 18 1  
-68       -738  249 -738  2h 0000C350h 73  200 100 -1304  516 FD1Eh 100 -1304 18 1  
-67       -738  249 -738  2h 0000C350h 93  200 100 -1304  516 FD1Eh 100 -1304 18 1  
-66       -738  249 -738  2h 0000C350h 113 200 100 -1304  516 FD1Eh 100 -1304 18 1  
-65       -738  249 -738  2h 0000C350h 133 200 100 -1304  516 FD1Eh 100 -1304 18 1  
-64       -738  249 -738  2h 0000C350h 153 200 100 -1304  516 FD1Eh 100 -1304 18 1  
-63       -738  249 -738  2h 0000C350h 173 200 100 -1304  516 FD1Eh 100 -1304 14 1  
-62       -738  249 -738  2h 0000C350h 193 200 100 -1560  516 FD1Eh 100 -1304 8  1  
-61       -738  249 -738  2h 0000C350h 12  200 100 -1590  516 FD1Eh 100 -1304 2  1  
-60       -1304 250 -1304 2h 0000C350h 32  200 100 -1589  516 FAE8h 100 -1589 18 1  
-59       -1304 250 -1304 2h 0000C350h 52  200 100 -1589  516 FAE8h 100 -1589 18 1  
-58       -1304 250 -1304 2h 0000C350h 72  200 100 -1589  516 FAE8h 100 -1589 18 1  
-57       -1304 250 -1304 2h 0000C350h 92  200 100 -1589  516 FAE8h 100 -1589 18 1  
-56       -1304 250 -1304 2h 0000C350h 112 200 100 -1589  516 FAE8h 100 -1589 18 1  
-55       -1304 250 -1304 2h 0000C350h 132 200 100 -1589  516 FAE8h 100 -1589 18 1  
-54       -1304 250 -1304 2h 0000C350h 152 200 100 -1589  516 FAE8h 100 -1589 18 1  
-53       -1304 250 -1304 2h 0000C350h 172 200 100 -1589  516 FAE8h 100 -1589 15 1  
-52       -1304 250 -1304 2h 0000C350h 192 200 100 -1589  516 FAE8h 100 -1589 9  1  
-51       -1304 250 -1304 2h 0000C350h 11  200 100 -1769  516 FAE8h 100 -1589 3  1  
-50       -1589 251 -1589 2h 0000C350h 31  200 100 -1771  516 F9CBh 100 -1771 18 1  
-49       -1589 251 -1589 2h 0000C350h 51  200 100 -1771  516 F9CBh 100 -1771 18 1  
-48       -1589 251 -1589 2h 0000C350h 71  200 100 -1771  516 F9CBh 100 -1771 18 1  
-47       -1589 251 -1589 2h 0000C350h 91  200 100 -1771  516 F9CBh 100 -1771 18 1  
-46       -1589 251 -1589 2h 0000C350h 111 200 100 -1771  516 F9CBh 100 -1771 18 1  
-45       -1589 251 -1589 2h 0000C350h 131 200 100 -1771  516 F9CBh 100 -1771 18 1  
-44       -1589 251 -1589 2h 0000C350h 151 200 100 -1771  516 F9CBh 100 -1771 18 1  
-43       -1589 251 -1589 2h 0000C350h 171 200 100 -1771  516 F9CBh 100 -1771 15 1  
-42       -1589 251 -1589 2h 0000C350h 191 200 100 -2027  516 F9CBh 100 -1771 9  1  
-41       -1589 251 -1589 2h 0000C350h 10  200 100 -1839  516 F9CBh 100 -1771 3  1  
-40       -1771 252 -1771 2h 0000C350h 30  200 100 -1838  516 F915h 100 -1838 18 1  
-39       -1771 252 -1771 2h 0000C350h 50  200 100 -1838  516 F915h 100 -1838 18 1  
-38       -1771 252 -1771 2h 0000C350h 70  200 100 -1838  516 F915h 100 -1838 18 1  
-37       -1771 252 -1771 2h 0000C350h 90  200 100 -1838  516 F915h 100 -1838 18 1  
-36       -1771 252 -1771 2h 0000C350h 110 200 100 -1838  516 F915h 100 -1838 18 1  
-35       -1771 252 -1771 2h 0000C350h 130 200 100 -1838  516 F915h 100 -1838 18 1  
-34       -1771 252 -1771 2h 0000C350h 150 200 100 -1838  516 F915h 100 -1838 18 1  
-33       -1771 252 -1771 2h 0000C350h 170 200 100 -1838  516 F915h 100 -1838 15 1  
-32       -1771 252 -1771 2h 0000C350h 190 200 100 -1582  516 F915h 100 -1838 9  1  
-31       -1771 252 -1771 2h 0000C350h 9   200 100 -1786  516 F915h 100 -1838 3  1  
-30       -1838 253 -1838 2h 0000C350h 29  200 100 -1785  516 F8D2h 100 -1785 18 1  
-29       -1838 253 -1838 2h 0000C350h 49  200 100 -1785  516 F8D2h 100 -1785 18 1  
-28       -1838 253 -1838 2h 0000C350h 69  200 100 -1785  516 F8D2h 100 -1785 18 1  
-27       -1838 253 -1838 2h 0000C350h 89  200 100 -1785  516 F8D2h 100 -1785 18 1  
-26       -1838 253 -1838 2h 0000C350h 109 200 100 -1785  516 F8D2h 100 -1785 18 1  
-25       -1838 253 -1838 2h 0000C350h 129 200 100 -1785  516 F8D2h 100 -1785 18 1  
-24       -1838 253 -1838 2h 0000C350h 149 200 100 -1785  516 F8D2h 100 -1785 18 1  
-23       -1838 253 -1838 2h 0000C350h 169 200 100 -1785  516 F8D2h 100 -1785 16 1  
-22       -1838 253 -1838 2h 0000C350h 189 200 100 -1273  516 F8D2h 100 -1785 10 1  
-21       -1838 253 -1838 2h 0000C350h 8   200 100 -1449  516 F8D2h 100 -1785 4  1  
-20       -1785 254 -1785 2h 0000C350h 28  200 100 -1449  516 F907h 100 -1449 18 1  
-19       -1785 254 -1785 2h 0000C350h 48  200 100 -1449  516 F907h 100 -1449 18 1  
-18       -1785 254 -1785 2h 0000C350h 68  200 100 -1449  516 F907h 100 -1449 18 1  
-17       -1785 254 -1785 2h 0000C350h 88  200 100 -1449  516 F907h 100 -1449 18 1  
-16       -1785 254 -1785 2h 0000C350h 108 200 100 -1449  516 F907h 100 -1449 18 1  
-15       -1785 254 -1785 2h 0000C350h 128 200 100 -1449  516 F907h 100 -1449 18 1  
-14       -1785 254 -1785 2h 0000C350h 148 200 100 -1449  516 F907h 100 -1449 18 1  
-13       -1785 254 -1785 2h 0000C350h 168 200 100 -1449  516 F907h 100 -1449 16 1  
-12       -1785 254 -1785 2h 0000C350h 188 200 100 -937   516 F907h 100 -1449 10 1  
-11       -1785 254 -1785 2h 0000C350h 7   200 100 -977   516 F907h 100 -1449 4  1  
-10       -1449 255 -1449 2h 0000C350h 27  200 100 -981   516 FA57h 100 -981  18 1  
-9        -1449 255 -1449 2h 0000C350h 47  200 100 -981   516 FA57h 100 -981  18 1  
-8        -1449 255 -1449 2h 0000C350h 67  200 100 -981   516 FA57h 100 -981  18 1  
-7        -1449 255 -1449 2h 0000C350h 87  200 100 -981   516 FA57h 100 -981  18 1  
-6        -1449 255 -1449 2h 0000C350h 107 200 100 -981   516 FA57h 100 -981  18 1  
-5        -1449 255 -1449 2h 0000C350h 127 200 100 -981   516 FA57h 100 -981  18 1  
-4        -1449 255 -1449 2h 0000C350h 147 200 100 -981   516 FA57h 100 -981  18 1  
-3        -1449 255 -1449 2h 0000C350h 167 200 100 -981   516 FA57h 100 -981  16 1  
-2        -1449 255 -1449 2h 0000C350h 187 200 100 43     516 FA57h 100 -981  10 1  
-1        -1449 255 -1449 2h 0000C350h 6   200 100 11     516 FA57h 100 -981  4  1  
0         -981  255 -981  2h 0000C350h 26  200 100 9      516 FA57h 100 9     18 0  
1         -981  255 -981  2h 0000C350h 46  200 100 9      516 FA57h 100 9     18 0  
2         -981  255 -981  2h 0000C350h 66  200 100 9      516 FA57h 100 9     18 0  
3         -981  255 -981  2h 0000C350h 86  200 100 9      516 FA57h 100 9     18 0  
4         -981  255 -981  2h 0000C350h 106 200 100 9      516 FA57h 100 9     18 0  
5         -981  255 -981  2h 0000C350h 126 200 100 9      516 FA57h 100 9     18 0  
6         -981  255 -981  2h 0000C350h 146 200 100 9      516 FA57h 100 9     18 0  
7         -981  255 -981  2h 0000C350h 166 200 100 9      516 FA57h 100 9     17 0  
8         -981  255 -981  2h 0000C350h 186 200 100 9      516 FA57h 100 9     11 0  
9         -981  255 -981  2h 0000C350h 5   200 100 777    516 FA57h 100 9     5  0  
10        9     255 9     2h 0000C350h 25  200 100 776    516 FA57h 100 776   18 0  
11        9     255 9     2h 0000C350h 45  200 100 776    516 FA57h 100 776   18 0  
12        9     255 9     2h 0000C350h 65  200 100 776    516 FA57h 100 776   18 0  
13        9     255 9     2h 0000C350h 85  200 100 776    516 FA57h 100 776   18 0  
14        9     255 9     2h 0000C350h 105 200 100 776    516 FA57h 100 776   18 0  
15        9     255 9     2h 0000C350h 125 200 100 776    516 FA57h 100 776   18 0  
16        9     255 9     2h 0000C350h 145 200 100 776    516 FA57h 100 776   18 0  
17        9     255 9     2h 0000C350h 165 200 100 776    516 FA57h 100 776   17 0  
18        9     255 9     2h 0000C350h 185 200 100 1800   516 FA57h 100 776   11 0  
19        9     255 9     2h 0000C350h 4   200 100 1400   516 FA57h 100 776   5  0  
20        776   0   776   2h 0000C350h 24  200 100 1406   516 FA57h 100 1406  18 0  
21        776   0   776   2h 0000C350h 44  200 100 1406   516 04C7h 100 1406  18 0  
22        776   0   776   2h 0000C350h 64  200 100 1406   516 04C7h 100 1406  18 0  
23        776   0   776   2h 0000C350h 84  200 100 1406   516 04C7h 100 1406  18 0  
24        776   0   776   2h 0000C350h 104 200 100 1406   516 04C7h 100 1406  18 0  
25        776   0   776   2h 0000C350h 124 200 100 1406   516 04C7h 100 1406  18 0  
26        776   0   776   2h 0000C350h 144 200 100 1406   516 04C7h 100 1406  18 0  
27        776   0   776   2h 0000C350h 164 200 100 1406   516 04C7h 100 1406  17 0  
28        776   0   776   2h 0000C350h 184 200 100 1406   516 04C7h 100 1406  11 0  
29        776   0   776   2h 0000C350h 3   200 100 1406   516 04C7h 100 1406  5  0  
30        1406  0   1406  2h 0000C350h 23  200 100 1401   516 04C7h 100 1401  18 0  
31        1406  0   1406  2h 0000C350h 43  200 100 1401   516 04C7h 100 1401  18 0  
32        1406  0   1406  2h 0000C350h 63  200 100 1401   516 04C7h 100 1401  18 0  
33        1406  0   1406  2h 0000C350h 83  200 100 1401   516 04C7h 100 1401  18 0  
34        1406  0   1406  2h 0000C350h 103 200 100 1401   516 04C7h 100 1401  18 0  
35        1406  0   1406  2h 0000C350h 123 200 100 1401   516 04C7h 100 1401  18 0  
36        1406  0   1406  2h 0000C350h 143 200 100 1401   516 04C7h 100 1401  18 0  
37        1406  0   1406  2h 0000C350h 163 200 100 1401   516 04C7h 100 1401  17 0  
38        1406  0   1406  2h 0000C350h 183 200 100 1401   516 04C7h 100 1401  11 0  
39        1406  0   1406  2h 0000C350h 2   200 100 1689   516 04C7h 100 1401  5  0  
40        1401  0   1401  2h 0000C350h 22  200 100 1683   516 04C7h 100 1401  30 0  
41        1401  0   1401  2h 0000C350h 42  200 100 1683   516 04C7h 100 1683  18 0  
42        1401  0   1401  2h 0000C350h 62  200 100 1683   516 04C7h 100 1683  18 0  
43        1401  0   1401  2h 0000C350h 82  200 100 1683   516 04C7h 100 1683  18 0  
44        1401  0   1401  2h 0000C350h 102 200 100 1683   516 04C7h 100 1683  18 0  
45        1401  0   1401  2h 0000C350h 122 200 100 1683   516 04C7h 100 1683  18 0  
46        1401  0   1401  2h 0000C350h 142 200 100 1683   516 04C7h 100 1683  18 0  
47        1401  0   1401  2h 0000C350h 162 200 100 1683   516 04C7h 100 1683  18 0  
48        1401  0   1401  2h 0000C350h 182 200 100 3731   516 04C7h 100 1683  12 0  
49        1401  0   1401  2h 0000C350h 1   200 100 2195   516 04C7h 100 1683  6  0  
50        1401  0   1401  2h 0000C350h 21  200 100 2197   516 04C7h 100 1683  31 0  
51        1683  0   1683  2h 0000C350h 41  200 100 2197   516 04C7h 100 2197  18 0  
52        1683  0   1683  2h 0000C350h 61  200 100 2197   516 04C7h 100 2197  18 0  
53        1683  0   1683  2h 0000C350h 81  200 100 2197   516 04C7h 100 2197  18 0  
54        1683  0   1683  2h 0000C350h 101 200 100 2197   516 04C7h 100 2197  18 0  
55        1683  0   1683  2h 0000C350h 121 200 100 2197   516 04C7h 100 2197  18 0  
56        1683  0   1683  2h 0000C350h 141 200 100 2197   516 04C7h 100 2197  18 0  
57        1683  0   1683  2h 0000C350h 161 200 100 2197   516 04C7h 100 2197  18 0  
58        1683  0   1683  2h 0000C350h 181 200 100 149    516 04C7h 100 2197  12 0  
59        1683  0   1683  2h 0000C350h 0   200 100 1877   516 04C7h 100 2197  6  0  
60        1683  0   1683  2h 0000C350h 20  200 100 1887   516 04C7h 100 2197  31 0  
61        2197  0   2197  2h 0000C350h 40  200 100 1887   516 04C7h 100 1887  18 0  
62        2197  0   2197  2h 0000C350h 60  200 100 1887   516 04C7h 100 1887  18 0  
63        2197  0   2197  2h 0000C350h 80  200 100 1887   516 04C7h 100 1887  18 0  
64        2197  0   2197  2h 0000C350h 100 200 100 1887   516 04C7h 100 1887  18 0  
65        2197  0   2197  2h 0000C350h 120 200 100 1887   516 04C7h 100 1887  18 0  
66        2197  0   2197  2h 0000C350h 140 200 100 1887   516 04C7h 100 1887  18 0  
67        2197  0   2197  2h 0000C350h 160 200 100 1887   516 04C7h 100 1887  18 0  
68        2197  0   2197  2h 0000C350h 180 200 100 1887   516 04C7h 100 1887  12 0  
69        2197  0   2197  2h 0000C350h 200 200 100 1919   516 04C7h 100 1887  6  0  
70        2197  0   2197  2h 0000C350h 19  200 100 1914   516 04C7h 100 1887  31 0  
