Signal Legend:

Key        Signal Name

0        = DATA_8861_before[15..0]
1        = RAM0_add[7..0]
2        = RAM0_wdata[15..0]
3        = RAM1_add[3..0]
4        = RAM1_wdata[31..0]
5        = sample_cnt[12..0]
6        = sample_cntset[12..0]
7        = trigger[15..0]
8        = ADS8861:ADS8861_inst|data_reg[15..0]
9        = sm_cnt[9..0]
10       = soc_system:u0|soc_system_onchip_memory2_0:onchip_memory2_0|readdata2[15..0]
11       = soc_system:u0|soc_system_onchip_memory2_1:onchip_memory2_1|readdata2[31..0]
12       = ADS8861:ADS8861_inst|data[15..0]
13       = ADS8861:ADS8861_inst|cnt[4..0]
14       = RAM0_write

Data Table:

Signals-> 0     1   2     3  4         5   6   7   8      9   10    11  12    13 14 

sample

5043      1153  190 1153  2h 0000C350h 185 200 100 1595   516 0481h 100 1595  11 1  
5044      1153  190 1153  2h 0000C350h 4   200 100 2027   516 0481h 100 1595  5  1  
5045      1595  191 1595  2h 0000C350h 24  200 100 2018   516 0481h 100 2018  18 1  
5046      1595  191 1595  2h 0000C350h 44  200 100 2018   516 063Bh 100 2018  18 1  
5047      1595  191 1595  2h 0000C350h 64  200 100 2018   516 063Bh 100 2018  18 1  
5048      1595  191 1595  2h 0000C350h 84  200 100 2018   516 063Bh 100 2018  18 1  
5049      1595  191 1595  2h 0000C350h 104 200 100 2018   516 063Bh 100 2018  18 1  
5050      1595  191 1595  2h 0000C350h 124 200 100 2018   516 063Bh 100 2018  18 1  
5051      1595  191 1595  2h 0000C350h 144 200 100 2018   516 063Bh 100 2018  18 1  
5052      1595  191 1595  2h 0000C350h 164 200 100 2018   516 063Bh 100 2018  17 1  
5053      1595  191 1595  2h 0000C350h 184 200 100 3042   516 063Bh 100 2018  11 1  
5054      1595  191 1595  2h 0000C350h 3   200 100 2498   516 063Bh 100 2018  5  1  
5055      2018  192 2018  2h 0000C350h 23  200 100 2501   516 063Bh 100 2501  18 1  
5056      2018  192 2018  2h 0000C350h 43  200 100 2501   516 07E2h 100 2501  18 1  
5057      2018  192 2018  2h 0000C350h 63  200 100 2501   516 07E2h 100 2501  18 1  
5058      2018  192 2018  2h 0000C350h 83  200 100 2501   516 07E2h 100 2501  18 1  
5059      2018  192 2018  2h 0000C350h 103 200 100 2501   516 07E2h 100 2501  18 1  
5060      2018  192 2018  2h 0000C350h 123 200 100 2501   516 07E2h 100 2501  18 1  
5061      2018  192 2018  2h 0000C350h 143 200 100 2501   516 07E2h 100 2501  18 1  
5062      2018  192 2018  2h 0000C350h 163 200 100 2501   516 07E2h 100 2501  17 1  
5063      2018  192 2018  2h 0000C350h 183 200 100 2501   516 07E2h 100 2501  11 1  
5064      2018  192 2018  2h 0000C350h 2   200 100 2117   516 07E2h 100 2501  5  1  
5065      2501  193 2501  2h 0000C350h 22  200 100 2123   516 07E2h 100 2501  30 1  
5066      2501  193 2501  2h 0000C350h 42  200 100 2123   516 09C5h 100 2123  18 1  
5067      2501  193 2501  2h 0000C350h 62  200 100 2123   516 09C5h 100 2123  18 1  
5068      2501  193 2501  2h 0000C350h 82  200 100 2123   516 09C5h 100 2123  18 1  
5069      2501  193 2501  2h 0000C350h 102 200 100 2123   516 09C5h 100 2123  18 1  
5070      2501  193 2501  2h 0000C350h 122 200 100 2123   516 09C5h 100 2123  18 1  
5071      2501  193 2501  2h 0000C350h 142 200 100 2123   516 09C5h 100 2123  18 1  
5072      2501  193 2501  2h 0000C350h 162 200 100 2123   516 09C5h 100 2123  18 1  
5073      2501  193 2501  2h 0000C350h 182 200 100 75     516 09C5h 100 2123  12 1  
5074      2501  193 2501  2h 0000C350h 1   200 100 1803   516 09C5h 100 2123  6  1  
5075      2501  193 2501  2h 0000C350h 21  200 100 1800   516 09C5h 100 2123  31 1  
5076      2123  194 2123  2h 0000C350h 41  200 100 1800   516 084Bh 100 1800  18 1  
5077      2123  194 2123  2h 0000C350h 61  200 100 1800   516 084Bh 100 1800  18 1  
5078      2123  194 2123  2h 0000C350h 81  200 100 1800   516 084Bh 100 1800  18 1  
5079      2123  194 2123  2h 0000C350h 101 200 100 1800   516 084Bh 100 1800  18 1  
5080      2123  194 2123  2h 0000C350h 121 200 100 1800   516 084Bh 100 1800  18 1  
5081      2123  194 2123  2h 0000C350h 141 200 100 1800   516 084Bh 100 1800  18 1  
5082      2123  194 2123  2h 0000C350h 161 200 100 1800   516 084Bh 100 1800  18 1  
5083      2123  194 2123  2h 0000C350h 181 200 100 1800   516 084Bh 100 1800  12 1  
5084      2123  194 2123  2h 0000C350h 0   200 100 1224   516 084Bh 100 1800  6  1  
5085      2123  194 2123  2h 0000C350h 20  200 100 1233   516 084Bh 100 1800  31 1  
5086      1800  195 1800  2h 0000C350h 40  200 100 1233   516 0708h 100 1233  18 1  
5087      1800  195 1800  2h 0000C350h 60  200 100 1233   516 0708h 100 1233  18 1  
5088      1800  195 1800  2h 0000C350h 80  200 100 1233   516 0708h 100 1233  18 1  
5089      1800  195 1800  2h 0000C350h 100 200 100 1233   516 0708h 100 1233  18 1  
5090      1800  195 1800  2h 0000C350h 120 200 100 1233   516 0708h 100 1233  18 1  
5091      1800  195 1800  2h 0000C350h 140 200 100 1233   516 0708h 100 1233  18 1  
5092      1800  195 1800  2h 0000C350h 160 200 100 1233   516 0708h 100 1233  18 1  
5093      1800  195 1800  2h 0000C350h 180 200 100 1233   516 0708h 100 1233  12 1  
5094      1800  195 1800  2h 0000C350h 200 200 100 1329   516 0708h 100 1233  6  1  
5095      1800  195 1800  2h 0000C350h 19  200 100 1321   516 0708h 100 1233  31 1  
5096      1233  196 1233  2h 0000C350h 39  200 100 1321   516 04D1h 100 1321  18 1  
5097      1233  196 1233  2h 0000C350h 59  200 100 1321   516 04D1h 100 1321  18 1  
5098      1233  196 1233  2h 0000C350h 79  200 100 1321   516 04D1h 100 1321  18 1  
5099      1233  196 1233  2h 0000C350h 99  200 100 1321   516 04D1h 100 1321  18 1  
5100      1233  196 1233  2h 0000C350h 119 200 100 1321   516 04D1h 100 1321  18 1  
5101      1233  196 1233  2h 0000C350h 139 200 100 1321   516 04D1h 100 1321  18 1  
5102      1233  196 1233  2h 0000C350h 159 200 100 1321   516 04D1h 100 1321  18 1  
5103      1233  196 1233  2h 0000C350h 179 200 100 1321   516 04D1h 100 1321  13 1  
5104      1233  196 1233  2h 0000C350h 199 200 100 617    516 04D1h 100 1321  7  1  
5105      1233  196 1233  2h 0000C350h 18  200 100 638    516 04D1h 100 1321  0  1  
5106      1321  197 1321  2h 0000C350h 38  200 100 638    516 0529h 100 638   18 1  
5107      1321  197 1321  2h 0000C350h 58  200 100 638    516 0529h 100 638   18 1  
5108      1321  197 1321  2h 0000C350h 78  200 100 638    516 0529h 100 638   18 1  
5109      1321  197 1321  2h 0000C350h 98  200 100 638    516 0529h 100 638   18 1  
5110      1321  197 1321  2h 0000C350h 118 200 100 638    516 0529h 100 638   18 1  
5111      1321  197 1321  2h 0000C350h 138 200 100 638    516 0529h 100 638   18 1  
5112      1321  197 1321  2h 0000C350h 158 200 100 638    516 0529h 100 638   18 1  
5113      1321  197 1321  2h 0000C350h 178 200 100 -3458  516 0529h 100 638   13 1  
5114      1321  197 1321  2h 0000C350h 198 200 100 -642   516 0529h 100 638   7  1  
5115      1321  197 1321  2h 0000C350h 17  200 100 -657   516 0529h 100 638   0  1  
5116      638   198 638   2h 0000C350h 37  200 100 -657   516 027Eh 100 -657  18 1  
5117      638   198 638   2h 0000C350h 57  200 100 -657   516 027Eh 100 -657  18 1  
5118      638   198 638   2h 0000C350h 77  200 100 -657   516 027Eh 100 -657  18 1  
5119      638   198 638   2h 0000C350h 97  200 100 -657   516 027Eh 100 -657  18 1  
5120      638   198 638   2h 0000C350h 117 200 100 -657   516 027Eh 100 -657  18 1  
5121      638   198 638   2h 0000C350h 137 200 100 -657   516 027Eh 100 -657  18 1  
5122      638   198 638   2h 0000C350h 157 200 100 -657   516 027Eh 100 -657  18 1  
5123      638   198 638   2h 0000C350h 177 200 100 -657   516 027Eh 100 -657  13 1  
5124      638   198 638   2h 0000C350h 197 200 100 -1233  516 027Eh 100 -657  7  1  
5125      638   198 638   2h 0000C350h 16  200 100 -1252  516 027Eh 100 -657  0  1  
5126      -657  199 -657  2h 0000C350h 36  200 100 -1252  516 FD6Fh 100 -1252 18 1  
5127      -657  199 -657  2h 0000C350h 56  200 100 -1252  516 FD6Fh 100 -1252 18 1  
5128      -657  199 -657  2h 0000C350h 76  200 100 -1252  516 FD6Fh 100 -1252 18 1  
5129      -657  199 -657  2h 0000C350h 96  200 100 -1252  516 FD6Fh 100 -1252 18 1  
5130      -657  199 -657  2h 0000C350h 116 200 100 -1252  516 FD6Fh 100 -1252 18 1  
5131      -657  199 -657  2h 0000C350h 136 200 100 -1252  516 FD6Fh 100 -1252 18 1  
5132      -657  199 -657  2h 0000C350h 156 200 100 -1252  516 FD6Fh 100 -1252 18 1  
5133      -657  199 -657  2h 0000C350h 176 200 100 -1252  516 FD6Fh 100 -1252 14 1  
5134      -657  199 -657  2h 0000C350h 196 200 100 -1636  516 FD6Fh 100 -1252 8  1  
5135      -657  199 -657  2h 0000C350h 15  200 100 -1664  516 FD6Fh 100 -1252 1  1  
5136      -1252 200 -1252 2h 0000C350h 35  200 100 -1663  516 FB1Ch 100 -1663 18 1  
5137      -1252 200 -1252 2h 0000C350h 55  200 100 -1663  516 FB1Ch 100 -1663 18 1  
5138      -1252 200 -1252 2h 0000C350h 75  200 100 -1663  516 FB1Ch 100 -1663 18 1  
5139      -1252 200 -1252 2h 0000C350h 95  200 100 -1663  516 FB1Ch 100 -1663 18 1  
5140      -1252 200 -1252 2h 0000C350h 115 200 100 -1663  516 FB1Ch 100 -1663 18 1  
5141      -1252 200 -1252 2h 0000C350h 135 200 100 -1663  516 FB1Ch 100 -1663 18 1  
5142      -1252 200 -1252 2h 0000C350h 155 200 100 -1663  516 FB1Ch 100 -1663 18 1  
5143      -1252 200 -1252 2h 0000C350h 175 200 100 -1663  516 FB1Ch 100 -1663 14 1  
5144      -1252 200 -1252 2h 0000C350h 195 200 100 -1791  516 FB1Ch 100 -1663 8  1  
5145      -1252 200 -1252 2h 0000C350h 14  200 100 -1763  516 FB1Ch 100 -1663 1  1  
5146      -1663 201 -1663 2h 0000C350h 34  200 100 -1764  516 F981h 100 -1764 18 1  
5147      -1663 201 -1663 2h 0000C350h 54  200 100 -1764  516 F981h 100 -1764 18 1  
5148      -1663 201 -1663 2h 0000C350h 74  200 100 -1764  516 F981h 100 -1764 18 1  
5149      -1663 201 -1663 2h 0000C350h 94  200 100 -1764  516 F981h 100 -1764 18 1  
5150      -1663 201 -1663 2h 0000C350h 114 200 100 -1764  516 F981h 100 -1764 18 1  
5151      -1663 201 -1663 2h 0000C350h 134 200 100 -1764  516 F981h 100 -1764 18 1  
5152      -1663 201 -1663 2h 0000C350h 154 200 100 -1764  516 F981h 100 -1764 18 1  
5153      -1663 201 -1663 2h 0000C350h 174 200 100 -1764  516 F981h 100 -1764 14 1  
5154      -1663 201 -1663 2h 0000C350h 194 200 100 -1764  516 F981h 100 -1764 8  1  
5155      -1663 201 -1663 2h 0000C350h 13  200 100 -1764  516 F981h 100 -1764 1  1  
5156      -1764 202 -1764 2h 0000C350h 33  200 100 -1764  516 F91Ch 100 -1764 18 1  
5157      -1764 202 -1764 2h 0000C350h 53  200 100 -1764  516 F91Ch 100 -1764 18 1  
5158      -1764 202 -1764 2h 0000C350h 73  200 100 -1764  516 F91Ch 100 -1764 18 1  
5159      -1764 202 -1764 2h 0000C350h 93  200 100 -1764  516 F91Ch 100 -1764 18 1  
5160      -1764 202 -1764 2h 0000C350h 113 200 100 -1764  516 F91Ch 100 -1764 18 1  
5161      -1764 202 -1764 2h 0000C350h 133 200 100 -1764  516 F91Ch 100 -1764 18 1  
5162      -1764 202 -1764 2h 0000C350h 153 200 100 -1764  516 F91Ch 100 -1764 18 1  
5163      -1764 202 -1764 2h 0000C350h 173 200 100 -1764  516 F91Ch 100 -1764 15 1  
5164      -1764 202 -1764 2h 0000C350h 193 200 100 -1764  516 F91Ch 100 -1764 9  1  
5165      -1764 202 -1764 2h 0000C350h 12  200 100 -1768  516 F91Ch 100 -1764 2  1  
5166      -1764 203 -1764 2h 0000C350h 32  200 100 -1766  516 F91Ch 100 -1766 18 1  
5167      -1764 203 -1764 2h 0000C350h 52  200 100 -1766  516 F91Ch 100 -1766 18 1  
5168      -1764 203 -1764 2h 0000C350h 72  200 100 -1766  516 F91Ch 100 -1766 18 1  
5169      -1764 203 -1764 2h 0000C350h 92  200 100 -1766  516 F91Ch 100 -1766 18 1  
5170      -1764 203 -1764 2h 0000C350h 112 200 100 -1766  516 F91Ch 100 -1766 18 1  
5171      -1764 203 -1764 2h 0000C350h 132 200 100 -1766  516 F91Ch 100 -1766 18 1  
5172      -1764 203 -1764 2h 0000C350h 152 200 100 -1766  516 F91Ch 100 -1766 18 1  
5173      -1764 203 -1764 2h 0000C350h 172 200 100 -1766  516 F91Ch 100 -1766 15 1  
5174      -1764 203 -1764 2h 0000C350h 192 200 100 -1766  516 F91Ch 100 -1766 9  1  
5175      -1764 203 -1764 2h 0000C350h 11  200 100 -1594  516 F91Ch 100 -1766 2  1  
5176      -1766 204 -1766 2h 0000C350h 31  200 100 -1593  516 F91Ah 100 -1593 18 1  
5177      -1766 204 -1766 2h 0000C350h 51  200 100 -1593  516 F91Ah 100 -1593 18 1  
5178      -1766 204 -1766 2h 0000C350h 71  200 100 -1593  516 F91Ah 100 -1593 18 1  
5179      -1766 204 -1766 2h 0000C350h 91  200 100 -1593  516 F91Ah 100 -1593 18 1  
5180      -1766 204 -1766 2h 0000C350h 111 200 100 -1593  516 F91Ah 100 -1593 18 1  
5181      -1766 204 -1766 2h 0000C350h 131 200 100 -1593  516 F91Ah 100 -1593 18 1  
5182      -1766 204 -1766 2h 0000C350h 151 200 100 -1593  516 F91Ah 100 -1593 18 1  
5183      -1766 204 -1766 2h 0000C350h 171 200 100 -1593  516 F91Ah 100 -1593 15 1  
5184      -1766 204 -1766 2h 0000C350h 191 200 100 -1081  516 F91Ah 100 -1593 9  1  
5185      -1766 204 -1766 2h 0000C350h 10  200 100 -1061  516 F91Ah 100 -1593 2  1  
5186      -1593 205 -1593 2h 0000C350h 30  200 100 -1064  516 F9C7h 100 -1064 18 1  
5187      -1593 205 -1593 2h 0000C350h 50  200 100 -1064  516 F9C7h 100 -1064 18 1  
5188      -1593 205 -1593 2h 0000C350h 70  200 100 -1064  516 F9C7h 100 -1064 18 1  
5189      -1593 205 -1593 2h 0000C350h 90  200 100 -1064  516 F9C7h 100 -1064 18 1  
5190      -1593 205 -1593 2h 0000C350h 110 200 100 -1064  516 F9C7h 100 -1064 18 1  
5191      -1593 205 -1593 2h 0000C350h 130 200 100 -1064  516 F9C7h 100 -1064 18 1  
5192      -1593 205 -1593 2h 0000C350h 150 200 100 -1064  516 F9C7h 100 -1064 18 1  
5193      -1593 205 -1593 2h 0000C350h 170 200 100 -1064  516 F9C7h 100 -1064 16 1  
5194      -1593 205 -1593 2h 0000C350h 190 200 100 -552   516 F9C7h 100 -1064 10 1  
5195      -1593 205 -1593 2h 0000C350h 9   200 100 -672   516 F9C7h 100 -1064 3  1  
5196      -1064 206 -1064 2h 0000C350h 29  200 100 -668   516 FBD8h 100 -668  18 1  
5197      -1064 206 -1064 2h 0000C350h 49  200 100 -668   516 FBD8h 100 -668  18 1  
5198      -1064 206 -1064 2h 0000C350h 69  200 100 -668   516 FBD8h 100 -668  18 1  
5199      -1064 206 -1064 2h 0000C350h 89  200 100 -668   516 FBD8h 100 -668  18 1  
5200      -1064 206 -1064 2h 0000C350h 109 200 100 -668   516 FBD8h 100 -668  18 1  
5201      -1064 206 -1064 2h 0000C350h 129 200 100 -668   516 FBD8h 100 -668  18 1  
5202      -1064 206 -1064 2h 0000C350h 149 200 100 -668   516 FBD8h 100 -668  18 1  
5203      -1064 206 -1064 2h 0000C350h 169 200 100 32100  516 FBD8h 100 -668  16 1  
5204      -1064 206 -1064 2h 0000C350h 189 200 100 356    516 FBD8h 100 -668  10 1  
5205      -1064 206 -1064 2h 0000C350h 8   200 100 268    516 FBD8h 100 -668  3  1  
5206      -668  207 -668  2h 0000C350h 28  200 100 268    516 FD64h 100 268   18 1  
5207      -668  207 -668  2h 0000C350h 48  200 100 268    516 FD64h 100 268   18 1  
5208      -668  207 -668  2h 0000C350h 68  200 100 268    516 FD64h 100 268   18 1  
5209      -668  207 -668  2h 0000C350h 88  200 100 268    516 FD64h 100 268   18 1  
5210      -668  207 -668  2h 0000C350h 108 200 100 268    516 FD64h 100 268   18 1  
5211      -668  207 -668  2h 0000C350h 128 200 100 268    516 FD64h 100 268   18 1  
5212      -668  207 -668  2h 0000C350h 148 200 100 268    516 FD64h 100 268   18 1  
5213      -668  207 -668  2h 0000C350h 168 200 100 268    516 FD64h 100 268   16 1  
5214      -668  207 -668  2h 0000C350h 188 200 100 780    516 FD64h 100 268   10 1  
5215      -668  207 -668  2h 0000C350h 7   200 100 548    516 FD64h 100 268   3  1  
5216      268   208 268   2h 0000C350h 27  200 100 550    516 010Ch 100 550   18 1  
5217      268   208 268   2h 0000C350h 47  200 100 550    516 010Ch 100 550   18 1  
5218      268   208 268   2h 0000C350h 67  200 100 550    516 010Ch 100 550   18 1  
5219      268   208 268   2h 0000C350h 87  200 100 550    516 010Ch 100 550   18 1  
5220      268   208 268   2h 0000C350h 107 200 100 550    516 010Ch 100 550   18 1  
5221      268   208 268   2h 0000C350h 127 200 100 550    516 010Ch 100 550   18 1  
5222      268   208 268   2h 0000C350h 147 200 100 550    516 010Ch 100 550   18 1  
5223      268   208 268   2h 0000C350h 167 200 100 550    516 010Ch 100 550   17 1  
5224      268   208 268   2h 0000C350h 187 200 100 1574   516 010Ch 100 550   11 1  
5225      268   208 268   2h 0000C350h 6   200 100 1110   516 010Ch 100 550   4  1  
5226      550   209 550   2h 0000C350h 26  200 100 1115   516 022Eh 100 1115  18 1  
5227      550   209 550   2h 0000C350h 46  200 100 1115   516 0226h 100 1115  18 1  
5228      550   209 550   2h 0000C350h 66  200 100 1115   516 0226h 100 1115  18 1  
5229      550   209 550   2h 0000C350h 86  200 100 1115   516 0226h 100 1115  18 1  
5230      550   209 550   2h 0000C350h 106 200 100 1115   516 0226h 100 1115  18 1  
5231      550   209 550   2h 0000C350h 126 200 100 1115   516 0226h 100 1115  18 1  
5232      550   209 550   2h 0000C350h 146 200 100 1115   516 0226h 100 1115  18 1  
5233      550   209 550   2h 0000C350h 166 200 100 1115   516 0226h 100 1115  17 1  
5234      550   209 550   2h 0000C350h 186 200 100 1115   516 0226h 100 1115  11 1  
5235      550   209 550   2h 0000C350h 5   200 100 1675   516 0226h 100 1115  4  1  
5236      1115  210 1115  2h 0000C350h 25  200 100 1673   516 0226h 100 1673  18 1  
5237      1115  210 1115  2h 0000C350h 45  200 100 1673   516 045Bh 100 1673  18 1  
5238      1115  210 1115  2h 0000C350h 65  200 100 1673   516 045Bh 100 1673  18 1  
5239      1115  210 1115  2h 0000C350h 85  200 100 1673   516 045Bh 100 1673  18 1  
5240      1115  210 1115  2h 0000C350h 105 200 100 1673   516 045Bh 100 1673  18 1  
5241      1115  210 1115  2h 0000C350h 125 200 100 1673   516 045Bh 100 1673  18 1  
5242      1115  210 1115  2h 0000C350h 145 200 100 1673   516 045Bh 100 1673  18 1  
5243      1115  210 1115  2h 0000C350h 165 200 100 1673   516 045Bh 100 1673  17 1  
5244      1115  210 1115  2h 0000C350h 185 200 100 2697   516 045Bh 100 1673  11 1  
5245      1115  210 1115  2h 0000C350h 4   200 100 2569   516 045Bh 100 1673  4  1  
5246      1673  211 1673  2h 0000C350h 24  200 100 2572   516 045Bh 100 2572  18 1  
5247      1673  211 1673  2h 0000C350h 44  200 100 2572   516 0689h 100 2572  18 1  
5248      1673  211 1673  2h 0000C350h 64  200 100 2572   516 0689h 100 2572  18 1  
5249      1673  211 1673  2h 0000C350h 84  200 100 2572   516 0689h 100 2572  18 1  
5250      1673  211 1673  2h 0000C350h 104 200 100 2572   516 0689h 100 2572  18 1  
5251      1673  211 1673  2h 0000C350h 124 200 100 2572   516 0689h 100 2572  18 1  
5252      1673  211 1673  2h 0000C350h 144 200 100 2572   516 0689h 100 2572  18 1  
5253      1673  211 1673  2h 0000C350h 164 200 100 2572   516 0689h 100 2572  18 1  
5254      1673  211 1673  2h 0000C350h 184 200 100 524    516 0689h 100 2572  12 1  
5255      1673  211 1673  2h 0000C350h 3   200 100 1996   516 0689h 100 2572  5  1  
5256      2572  212 2572  2h 0000C350h 23  200 100 1985   516 0689h 100 2572  31 1  
5257      2572  212 2572  2h 0000C350h 43  200 100 1985   516 0A0Ch 100 1985  18 1  
5258      2572  212 2572  2h 0000C350h 63  200 100 1985   516 0A0Ch 100 1985  18 1  
5259      2572  212 2572  2h 0000C350h 83  200 100 1985   516 0A0Ch 100 1985  18 1  
5260      2572  212 2572  2h 0000C350h 103 200 100 1985   516 0A0Ch 100 1985  18 1  
5261      2572  212 2572  2h 0000C350h 123 200 100 1985   516 0A0Ch 100 1985  18 1  
5262      2572  212 2572  2h 0000C350h 143 200 100 1985   516 0A0Ch 100 1985  18 1  
5263      2572  212 2572  2h 0000C350h 163 200 100 1985   516 0A0Ch 100 1985  18 1  
5264      2572  212 2572  2h 0000C350h 183 200 100 4033   516 0A0Ch 100 1985  12 1  
5265      2572  212 2572  2h 0000C350h 2   200 100 2049   516 0A0Ch 100 1985  5  1  
5266      1985  213 1985  2h 0000C350h 22  200 100 2075   516 0A0Ch 100 1985  31 1  
5267      1985  213 1985  2h 0000C350h 42  200 100 2075   516 07C1h 100 2075  18 1  
5268      1985  213 1985  2h 0000C350h 62  200 100 2075   516 07C1h 100 2075  18 1  
5269      1985  213 1985  2h 0000C350h 82  200 100 2075   516 07C1h 100 2075  18 1  
5270      1985  213 1985  2h 0000C350h 102 200 100 2075   516 07C1h 100 2075  18 1  
5271      1985  213 1985  2h 0000C350h 122 200 100 2075   516 07C1h 100 2075  18 1  
5272      1985  213 1985  2h 0000C350h 142 200 100 2075   516 07C1h 100 2075  18 1  
5273      1985  213 1985  2h 0000C350h 162 200 100 2075   516 07C1h 100 2075  18 1  
5274      1985  213 1985  2h 0000C350h 182 200 100 27     516 07C1h 100 2075  12 1  
5275      1985  213 1985  2h 0000C350h 1   200 100 1499   516 07C1h 100 2075  5  1  
5276      1985  213 1985  2h 0000C350h 21  200 100 1483   516 07C1h 100 2075  31 1  
5277      2075  214 2075  2h 0000C350h 41  200 100 1483   516 081Bh 100 1483  18 1  
5278      2075  214 2075  2h 0000C350h 61  200 100 1483   516 081Bh 100 1483  18 1  
5279      2075  214 2075  2h 0000C350h 81  200 100 1483   516 081Bh 100 1483  18 1  
5280      2075  214 2075  2h 0000C350h 101 200 100 1483   516 081Bh 100 1483  18 1  
5281      2075  214 2075  2h 0000C350h 121 200 100 1483   516 081Bh 100 1483  18 1  
5282      2075  214 2075  2h 0000C350h 141 200 100 1483   516 081Bh 100 1483  18 1  
5283      2075  214 2075  2h 0000C350h 161 200 100 1483   516 081Bh 100 1483  18 1  
5284      2075  214 2075  2h 0000C350h 181 200 100 1483   516 081Bh 100 1483  13 1  
5285      2075  214 2075  2h 0000C350h 0   200 100 971    516 081Bh 100 1483  6  1  
5286      2075  214 2075  2h 0000C350h 20  200 100 1022   516 081Bh 100 1483  0  1  
5287      1483  215 1483  2h 0000C350h 40  200 100 1022   516 05CBh 100 1022  18 1  
5288      1483  215 1483  2h 0000C350h 60  200 100 1022   516 05CBh 100 1022  18 1  
5289      1483  215 1483  2h 0000C350h 80  200 100 1022   516 05CBh 100 1022  18 1  
5290      1483  215 1483  2h 0000C350h 100 200 100 1022   516 05CBh 100 1022  18 1  
5291      1483  215 1483  2h 0000C350h 120 200 100 1022   516 05CBh 100 1022  18 1  
5292      1483  215 1483  2h 0000C350h 140 200 100 1022   516 05CBh 100 1022  18 1  
5293      1483  215 1483  2h 0000C350h 160 200 100 1022   516 05CBh 100 1022  18 1  
5294      1483  215 1483  2h 0000C350h 180 200 100 1022   516 05CBh 100 1022  13 1  
5295      1483  215 1483  2h 0000C350h 200 200 100 1278   516 05CBh 100 1022  6  1  
5296      1483  215 1483  2h 0000C350h 19  200 100 1222   516 05CBh 100 1022  0  1  
5297      1022  216 1022  2h 0000C350h 39  200 100 1222   516 03FEh 100 1222  18 1  
5298      1022  216 1022  2h 0000C350h 59  200 100 1222   516 03FEh 100 1222  18 1  
5299      1022  216 1022  2h 0000C350h 79  200 100 1222   516 03FEh 100 1222  18 1  
5300      1022  216 1022  2h 0000C350h 99  200 100 1222   516 03FEh 100 1222  18 1  
5301      1022  216 1022  2h 0000C350h 119 200 100 1222   516 03FEh 100 1222  18 1  
5302      1022  216 1022  2h 0000C350h 139 200 100 1222   516 03FEh 100 1222  18 1  
5303      1022  216 1022  2h 0000C350h 159 200 100 1222   516 03FEh 100 1222  18 1  
5304      1022  216 1022  2h 0000C350h 179 200 100 -2874  516 03FEh 100 1222  13 1  
5305      1022  216 1022  2h 0000C350h 199 200 100 -58    516 03FEh 100 1222  6  1  
5306      1022  216 1022  2h 0000C350h 18  200 100 -1     516 03FEh 100 1222  0  1  
5307      1222  217 1222  2h 0000C350h 38  200 100 -1     516 04C6h 100 -1    18 1  
5308      1222  217 1222  2h 0000C350h 58  200 100 -1     516 04C6h 100 -1    18 1  
5309      1222  217 1222  2h 0000C350h 78  200 100 -1     516 04C6h 100 -1    18 1  
5310      1222  217 1222  2h 0000C350h 98  200 100 -1     516 04C6h 100 -1    18 1  
5311      1222  217 1222  2h 0000C350h 118 200 100 -1     516 04C6h 100 -1    18 1  
5312      1222  217 1222  2h 0000C350h 138 200 100 -1     516 04C6h 100 -1    18 1  
5313      1222  217 1222  2h 0000C350h 158 200 100 -1     516 04C6h 100 -1    18 1  
5314      1222  217 1222  2h 0000C350h 178 200 100 -1     516 04C6h 100 -1    13 1  
5315      1222  217 1222  2h 0000C350h 198 200 100 -705   516 04C6h 100 -1    6  1  
5316      1222  217 1222  2h 0000C350h 17  200 100 -763   516 04C6h 100 -1    0  1  
5317      -1    218 -1    2h 0000C350h 37  200 100 -763   516 FFFFh 100 -763  18 1  
5318      -1    218 -1    2h 0000C350h 57  200 100 -763   516 FFFFh 100 -763  18 1  
5319      -1    218 -1    2h 0000C350h 77  200 100 -763   516 FFFFh 100 -763  18 1  
5320      -1    218 -1    2h 0000C350h 97  200 100 -763   516 FFFFh 100 -763  18 1  
5321      -1    218 -1    2h 0000C350h 117 200 100 -763   516 FFFFh 100 -763  18 1  
5322      -1    218 -1    2h 0000C350h 137 200 100 -763   516 FFFFh 100 -763  18 1  
5323      -1    218 -1    2h 0000C350h 157 200 100 -763   516 FFFFh 100 -763  18 1  
5324      -1    218 -1    2h 0000C350h 177 200 100 -763   516 FFFFh 100 -763  14 1  
5325      -1    218 -1    2h 0000C350h 197 200 100 -1403  516 FFFFh 100 -763  7  1  
5326      -1    218 -1    2h 0000C350h 16  200 100 -1317  516 FFFFh 100 -763  1  1  
5327      -763  219 -763  2h 0000C350h 36  200 100 -1317  516 FD05h 100 -1317 18 1  
5328      -763  219 -763  2h 0000C350h 56  200 100 -1317  516 FD05h 100 -1317 18 1  
5329      -763  219 -763  2h 0000C350h 76  200 100 -1317  516 FD05h 100 -1317 18 1  
5330      -763  219 -763  2h 0000C350h 96  200 100 -1317  516 FD05h 100 -1317 18 1  
5331      -763  219 -763  2h 0000C350h 116 200 100 -1317  516 FD05h 100 -1317 18 1  
5332      -763  219 -763  2h 0000C350h 136 200 100 -1317  516 FD05h 100 -1317 18 1  
